customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C2681,Female,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,101.85,1381.53,No
C2682,Male,0,No,No,59,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),27.86,1676.91,Yes
C2683,Male,0,Yes,Yes,59,Yes,No phone service,DSL,No,No,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),48.06,2870.36,No
C2684,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,69.39,382.93,Yes
C2685,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),30.31,1581.1,Yes
C2686,Female,0,Yes,Yes,11,No,Yes,No,No,No internet service,No,Yes,No,No,Two year,Yes,Electronic check,25.62,372.53,No
C2687,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,45.54,753.67,No
C2688,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),77.8,57.81,No
C2689,Female,0,Yes,No,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),100.96,5426.08,No
C2690,Female,0,Yes,Yes,14,No,No,No,Yes,Yes,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,92.71,1305.62,Yes
C2691,Female,1,No,No,63,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),73.85,4550.92,No
C2692,Female,0,Yes,No,68,Yes,Yes,No,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),85.43,5820.06,No
C2693,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Two year,Yes,Electronic check,72.82,1010.34,No
C2694,Male,0,No,Yes,42,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,One year,No,Electronic check,73.2,3108.57,No
C2695,Female,0,No,No,16,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),19.63,426.1,No
C2696,Male,0,Yes,No,23,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,57.08,1314.84,No
C2697,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,74.99,2159.21,Yes
C2698,Male,0,No,No,66,Yes,No,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,78.62,5186.58,Yes
C2699,Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),69.79,3493.02,No
C2700,Male,1,No,Yes,59,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,89.21,5264.31,No
C2701,Female,0,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),55.56,110.5,No
C2702,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,No,Mailed check,32.58,155.48,No
C2703,Male,1,No,No,27,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,21.25,620.12,No
C2704,Male,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),76.14,756.86,No
C2705,Female,0,No,No,71,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.72,4881.52,No
C2706,Male,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),42.06,3025.77,No
C2707,Female,0,Yes,No,14,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,40.6,610.61,No
C2708,Female,0,No,No,47,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),77.3,3681.6,No
C2709,Female,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,28.9,1396.27,No
C2710,Male,0,No,No,27,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),31.86,982.82,No
C2711,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,43.38,391.66,No
C2712,Male,0,Yes,No,70,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.23,7573.73,No
C2713,Male,0,Yes,No,5,No,No,No,No,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,89.92,477.85,Yes
C2714,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.87,4261.9,No
C2715,Female,0,Yes,No,67,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.65,3713.18,No
C2716,Female,0,No,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.6,3319.02,Yes
C2717,Male,0,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,35.53,2329.04,No
C2718,Female,0,Yes,Yes,48,Yes,No phone service,No,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.74,5020.46,No
C2719,Male,0,Yes,No,50,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,One year,Yes,Electronic check,36.56,1810.98,No
C2720,Female,0,No,Yes,58,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,95.58,5481.97,No
C2721,Male,0,No,No,5,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,42.43,201.51,Yes
C2722,Male,1,Yes,No,50,No,Yes,No,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,95.18,4797.29,Yes
C2723,Female,0,No,No,37,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,49.01,1789.8,No
C2724,Female,0,No,No,10,Yes,No,DSL,No,No,Yes,No,No,No internet service,One year,Yes,Electronic check,118.09,1199.39,No
C2725,Female,0,No,No,51,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,111.83,5648.73,Yes
C2726,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,107.38,1993.51,Yes
C2727,Male,0,Yes,No,9,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),36.48,384.4,No
C2728,Female,0,Yes,Yes,25,Yes,No,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,26.55,633.27,Yes
C2729,Female,0,No,Yes,47,Yes,No phone service,No,No,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),116.34,5517.47,Yes
C2730,Female,0,No,No,13,Yes,Yes,No,Yes,Yes,No internet service,No,No,No internet service,One year,Yes,Electronic check,62.44,794.93,Yes
C2731,Male,0,No,Yes,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),107.33,6216.14,No
C2732,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,67.67,790.64,No
C2733,Female,1,Yes,No,22,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.21,1974.47,No
C2734,Male,0,No,No,71,Yes,No phone service,No,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,95.05,6728.24,No
C2735,Female,0,Yes,No,38,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Two year,Yes,Electronic check,72.54,2859.66,Yes
C2736,Male,0,No,No,8,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),113.58,899.63,Yes
C2737,Male,0,Yes,No,24,Yes,No,No,Yes,No,No,No,No,No,Two year,Yes,Electronic check,22.9,542.91,No
C2738,Male,0,No,No,16,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,Yes,One year,No,Electronic check,103.16,1811.65,No
C2739,Male,0,Yes,Yes,41,No,Yes,No,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,88.16,3611.29,No
C2740,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),51.73,1447.97,No
C2741,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.96,3929.78,Yes
C2742,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),66.13,4373.92,Yes
C2743,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),22.39,1283.7,No
C2744,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),72.59,5139.66,No
C2745,Female,1,Yes,Yes,13,Yes,Yes,No,No internet service,No,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),24.74,316.96,No
C2746,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,70.64,2693.8,Yes
C2747,Male,0,No,Yes,15,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,39.94,571.81,No
C2748,Male,0,Yes,Yes,17,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,103.03,1839.45,Yes
C2749,Male,1,No,Yes,19,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,25.08,474.75,No
C2750,Female,0,No,No,45,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,48.09,2198.84,No
C2751,Female,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,59.67,2679.81,Yes
C2752,Female,0,No,No,3,Yes,No,No,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,79.42,264.17,Yes
C2753,Male,0,Yes,Yes,19,Yes,No phone service,No,No,No,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,118.73,2197.38,Yes
C2754,Male,0,Yes,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,31.2,364.07,Yes
C2755,Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),56.02,3602.8,No
C2756,Male,1,Yes,No,17,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,87.47,1499.25,Yes
C2757,Male,0,Yes,No,38,Yes,No,No,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),56.13,2087.16,No
C2758,Male,0,No,No,43,Yes,Yes,No,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),42.56,1860.66,No
C2759,Male,0,Yes,No,17,Yes,No,No,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),101.12,1664.05,Yes
C2760,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,37.11,1638.18,No
C2761,Male,1,Yes,Yes,30,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,52.32,1573.66,No
C2762,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,One year,Yes,Electronic check,42.53,1634.81,No
C2763,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Electronic check,115.98,4255.83,No
C2764,Male,0,Yes,No,46,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.3,4728.61,Yes
C2765,Female,0,Yes,No,69,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),65.02,4543.1,No
C2766,Female,0,No,Yes,7,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.69,785.84,No
C2767,Male,0,Yes,Yes,64,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),87.63,5632.28,Yes
C2768,Male,0,No,Yes,12,Yes,No,No,No,Yes,No internet service,Yes,Yes,No internet service,One year,No,Mailed check,54.4,700.58,No
C2769,Male,1,Yes,Yes,54,Yes,Yes,No,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,39.35,2171.47,No
C2770,Male,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,54.78,2246.03,No
C2771,Male,1,No,Yes,3,Yes,Yes,DSL,Yes,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,70.85,221.25,No
C2772,Male,0,No,Yes,70,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),38.4,2681.48,No
C2773,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,45.89,2722.59,No
C2774,Male,0,No,No,11,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,83.97,826.09,No
C2775,Female,0,Yes,No,58,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),91.88,5337.46,No
C2776,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,No,Credit card (automatic),64.52,3455.64,No
C2777,Male,0,No,No,43,Yes,No,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),116.9,4994.41,No
C2778,Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No,Yes,Two year,Yes,Electronic check,49.12,750.01,No
C2779,Female,0,No,No,5,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.99,621.28,No
C2780,Female,0,Yes,Yes,13,Yes,No phone service,No,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,45.97,523.88,Yes
C2781,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),93.03,5286.0,No
C2782,Female,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),119.84,3594.44,No
C2783,Female,0,No,No,40,No,No phone service,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,103.03,4040.33,No
C2784,Male,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,66.48,2281.41,Yes
C2785,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.71,233.74,Yes
C2786,Female,1,No,No,29,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),116.56,3293.25,No
C2787,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,Two year,Yes,Credit card (automatic),91.51,3938.71,Yes
C2788,Male,0,Yes,No,54,Yes,No,No,No internet service,No,No internet service,Yes,Yes,No,One year,No,Mailed check,103.47,5721.97,No
C2789,Female,0,No,No,70,Yes,No phone service,No,No,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),76.43,5297.52,No
C2790,Male,0,Yes,No,17,Yes,No,No,No,Yes,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,66.79,1171.92,No
C2791,Female,0,No,Yes,38,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,26.0,969.83,No
C2792,Male,0,No,No,41,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),24.32,1063.39,No
C2793,Male,1,No,Yes,53,No,No phone service,Fiber optic,No internet service,No,Yes,No,No,Yes,Two year,Yes,Mailed check,77.37,4099.82,No
C2794,Female,0,Yes,No,29,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),37.25,998.84,No
C2795,Female,0,Yes,No,19,Yes,No,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,86.84,1733.31,No
C2796,Male,0,No,Yes,41,No,No,DSL,Yes,No,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.63,4750.02,Yes
C2797,Female,0,No,No,4,Yes,No,No,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,54.3,186.74,Yes
C2798,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,93.17,4614.91,No
C2799,Male,0,Yes,No,40,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),110.95,4452.06,No
C2800,Male,0,Yes,Yes,38,No,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.05,3962.22,Yes
C2801,Male,1,No,No,56,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),26.56,1388.52,No
C2802,Male,0,No,No,56,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,87.09,4807.36,No
C2803,Female,0,Yes,No,36,No,Yes,DSL,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.86,1775.06,No
C2804,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),110.09,634.28,Yes
C2805,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,35.42,203.38,Yes
C2806,Female,0,No,No,50,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,One year,Yes,Mailed check,40.69,1958.83,No
C2807,Male,0,No,Yes,7,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.17,451.63,No
C2808,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,51.71,2846.03,No
C2809,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),54.66,3939.25,No
C2810,Female,0,No,No,10,Yes,No phone service,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,61.3,656.51,Yes
C2811,Male,1,No,No,21,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No,Two year,Yes,Mailed check,32.66,742.92,No
C2812,Male,0,Yes,Yes,10,Yes,No,DSL,No,No,No internet service,Yes,No,No,Two year,No,Mailed check,27.78,272.49,No
C2813,Male,1,Yes,Yes,59,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),37.68,2201.71,No
C2814,Female,1,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),72.47,984.15,No
C2815,Male,0,No,No,37,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.94,2236.29,No
C2816,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.73,39.9,Yes
C2817,Male,0,No,Yes,45,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Two year,No,Electronic check,88.7,3942.17,No
C2818,Female,0,No,No,42,Yes,No phone service,DSL,No internet service,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),82.3,3451.93,No
C2819,Male,0,Yes,No,21,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.18,866.29,No
C2820,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,81.48,161.44,No
C2821,Male,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,75.42,1026.04,Yes
C2822,Female,0,Yes,No,1,No,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.03,67.26,Yes
C2823,Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),43.41,2656.18,No
C2824,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),118.83,3638.35,Yes
C2825,Male,1,Yes,Yes,37,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,118.7,4376.93,No
C2826,Female,0,Yes,No,45,No,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,107.64,4824.05,No
C2827,Female,1,Yes,No,41,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,42.3,1724.58,No
C2828,Female,0,No,Yes,5,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,94.77,524.41,Yes
C2829,Male,0,No,Yes,40,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Two year,Yes,Electronic check,30.81,1281.87,No
C2830,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,111.53,2733.55,Yes
C2831,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Two year,Yes,Electronic check,40.85,356.09,Yes
